service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2030-01-24,Oncology,Medicaid,1399,144,1255,2112205,1693788,1619620,30448,1366560,27,173795,79787
2030-01-25,Emergency,Self-Pay,858,107,751,4261452,3616689,3428993,403989,1014841,156,196195,68127
2030-01-26,Emergency,Commercial,3330,227,3103,4444330,4184332,4036711,11836,2375364,116,116350,62055
2030-01-27,Emergency,Medicaid,2336,306,2030,3308076,2958385,2278285,405869,2185087,145,192886,5202
2030-01-28,Orthopedics,Medicaid,3270,90,3180,2947119,2644626,2512224,27680,1745985,41,96111,94537
2030-01-29,Cardiology,Medicare,1720,67,1653,1013923,914312,890130,347448,1863480,174,79857,72592
2030-01-30,Orthopedics,Self-Pay,849,73,776,2524604,2169148,1887754,417593,2348123,78,145104,7526
2030-01-31,Emergency,Self-Pay,994,85,909,1526604,1235007,1056981,444238,2203314,178,178241,93689
2030-02-01,Pulmonology,Medicare,1887,148,1739,3146280,2617397,2231164,124579,2792523,3,195576,23601
2030-02-02,Pulmonology,Commercial,2039,78,1961,2518798,2328722,2147560,450783,2355277,111,114648,15262
2030-02-03,Cardiology,Commercial,2466,263,2203,2043040,1788970,1447259,249907,2015746,138,178479,75014
2030-02-04,Oncology,Medicaid,3346,235,3111,3921822,3586825,3421234,354821,2696233,172,176659,81501
2030-02-05,Emergency,Medicaid,719,40,679,4746624,4263615,3480446,400951,310757,127,35974,66380
2030-02-06,Urology,Medicaid,1190,52,1138,3876400,3421724,3112798,163683,80433,157,37939,9597
2030-02-07,Orthopedics,Employer Plan,650,88,562,2315462,1857365,1466872,415408,2066684,87,9145,68899
2030-02-08,Emergency,Self-Pay,2658,327,2331,516777,434081,427486,179464,269107,7,186006,23341
2030-02-09,Neurology,Medicaid,2576,108,2468,3395209,3084750,2516537,133778,601596,49,79263,1135
2030-02-10,Radiology,Employer Plan,2257,48,2209,2945073,2855660,2427258,268706,2282657,56,69911,13421
2030-02-11,Radiology,Employer Plan,562,20,542,1745398,1508332,1386406,160300,2910707,11,78840,8761
2030-02-12,Oncology,Medicare,670,23,647,1691415,1600205,1455285,469803,2711958,115,142955,88323
2030-02-13,Radiology,Medicare,2157,257,1900,2133879,1981827,1769463,305466,454463,47,82280,71153
2030-02-14,Pulmonology,Commercial,1957,142,1815,1826595,1595051,1308761,417427,1078784,164,112326,2099
2030-02-15,Pulmonology,Medicare,2571,174,2397,4644729,4096555,3525455,254795,533196,131,118425,41225
2030-02-16,Urology,Self-Pay,893,68,825,1951810,1847510,1755020,181497,703762,137,9178,80865
2030-02-17,Cardiology,Employer Plan,1891,220,1671,4487215,4023690,3560370,383773,2514052,171,18799,94017
2030-02-18,Orthopedics,Employer Plan,1265,134,1131,3460954,3070002,2600543,340717,2841173,179,154069,2100
2030-02-19,Pulmonology,Medicare,2146,244,1902,1666728,1612901,1289424,104172,2464113,85,53528,88970
2030-02-20,Orthopedics,Employer Plan,1937,187,1750,1453645,1401883,1278203,430009,2159831,105,112782,76406
2030-02-21,Urology,Employer Plan,2541,151,2390,1486500,1380270,1184383,498428,1914162,76,97062,56474
2030-02-22,Orthopedics,Medicare,2970,173,2797,1449530,1392709,1166342,139932,2696182,141,90941,45973
2030-02-23,Radiology,Self-Pay,1967,108,1859,1695325,1518149,1139700,496545,1749254,98,90267,92851
2030-02-24,Radiology,Commercial,840,118,722,3457722,2842944,2780737,189788,783261,169,145482,96172
2030-02-25,Orthopedics,Self-Pay,2929,103,2826,375473,302266,284230,51036,2206337,164,165734,57854
2030-02-26,Cardiology,Employer Plan,3884,217,3667,4069923,3410669,3083128,321109,319355,126,12871,10459
2030-02-27,Cardiology,Medicare,500,63,437,3996551,3375470,3334695,196289,1941242,87,198697,14329
2030-02-28,Orthopedics,Medicaid,3547,525,3022,2619894,2444705,1946983,27408,455903,48,179229,59377
2030-03-01,Oncology,Commercial,2109,101,2008,3979713,3530469,2933230,372952,329761,3,25168,51833
2030-03-02,Emergency,Self-Pay,1552,226,1326,586811,566664,429308,17676,1310943,86,36176,62413
2030-03-03,Orthopedics,Medicaid,3730,428,3302,1033655,829407,723851,46321,2538744,135,90923,35572
2030-03-04,Radiology,Employer Plan,1745,121,1624,520426,433534,360738,37070,1728698,121,127002,25278
2030-03-05,Pulmonology,Employer Plan,3674,237,3437,685985,579347,566460,240683,2494524,160,93631,83483
2030-03-06,Emergency,Medicaid,2750,365,2385,4609091,4123361,3123266,457792,756948,94,55309,7323
2030-03-07,Radiology,Medicaid,2334,130,2204,1550553,1427827,1135272,178245,587771,52,174080,26076
2030-03-08,Urology,Medicare,1545,93,1452,3899415,3777285,3298819,84282,1425594,67,27724,40887
2030-03-09,Urology,Self-Pay,997,23,974,1428561,1295479,1122898,397905,671148,101,50614,41237
2030-03-10,Pulmonology,Commercial,2188,187,2001,2964160,2680015,2369318,337884,390269,168,161062,9745
2030-03-11,Emergency,Employer Plan,2995,142,2853,2278747,1953103,1855634,78948,2620391,66,19625,95688
2030-03-12,Emergency,Commercial,743,110,633,3965065,3781230,3082484,55185,1436106,124,62184,81306
2030-03-13,Urology,Employer Plan,3340,132,3208,3762627,3382655,3138895,35623,1401901,175,60463,14761
2030-03-14,Emergency,Medicaid,2134,287,1847,2099747,1819094,1465082,241324,1143393,14,153861,60589
2030-03-15,Radiology,Employer Plan,3542,138,3404,3900627,3256568,3124905,176761,2466568,6,174315,75986
2030-03-16,Urology,Employer Plan,2710,193,2517,745285,664166,622527,56197,944724,137,2092,79489
2030-03-17,Cardiology,Employer Plan,674,68,606,492933,455431,394095,340111,691963,32,32644,32822
2030-03-18,Oncology,Medicare,2719,376,2343,2061556,1711729,1605387,239151,1122012,81,87464,99705
2030-03-19,Cardiology,Commercial,3140,427,2713,1161290,1124585,953902,402885,1419714,107,70423,48152
2030-03-20,Cardiology,Commercial,1961,91,1870,2177350,2012784,1707123,13658,176708,4,118627,59529
2030-03-21,Emergency,Commercial,766,32,734,3826021,3325128,2966298,384577,2538608,108,161691,38353
2030-03-22,Neurology,Medicare,1882,213,1669,1552758,1345999,1227591,42160,771399,38,183977,51682
2030-03-23,Pulmonology,Commercial,1279,65,1214,4518459,4010389,3348880,355693,2479748,121,112334,36952
2030-03-24,Emergency,Self-Pay,1035,148,887,2148540,1788562,1535540,329593,385536,92,36161,27073
2030-03-25,Pulmonology,Employer Plan,1166,28,1138,1088839,1028326,870985,182321,147078,47,104943,24695
2030-03-26,Radiology,Medicare,3593,159,3434,1850285,1697153,1289553,290054,2622813,78,134422,67417
2030-03-27,Urology,Commercial,1657,57,1600,1819653,1667657,1533877,95583,490193,37,123209,24855
2030-03-28,Oncology,Medicare,1080,116,964,4879052,4452452,3881551,434716,881001,16,30550,13284
2030-03-29,Cardiology,Employer Plan,1363,31,1332,3328049,3051589,2904430,245325,1616998,145,56754,18752
2030-03-30,Oncology,Medicaid,556,51,505,424182,395191,330627,168125,2631235,118,171534,42279
2030-03-31,Cardiology,Medicare,3750,455,3295,602421,560818,495916,459083,1349398,39,75671,58823
2030-04-01,Radiology,Employer Plan,1042,37,1005,1041521,953517,805178,158911,1896452,29,14683,37456
2030-04-02,Pulmonology,Medicare,2672,103,2569,2631939,2167020,1789924,134987,724454,79,179612,24693
2030-04-03,Neurology,Medicare,1432,57,1375,4630151,4172565,3945769,23088,2715787,117,137770,11814
2030-04-04,Emergency,Employer Plan,1350,51,1299,4775813,4208299,3883817,142257,1784334,115,151036,59901
2030-04-05,Oncology,Self-Pay,1675,196,1479,2100211,1749514,1695629,487846,2540930,163,139491,1973
2030-04-06,Pulmonology,Commercial,2431,155,2276,2263499,1966380,1603508,100625,712126,169,95732,40928
2030-04-07,Oncology,Self-Pay,1022,90,932,3761717,3281536,3059886,165435,1075765,78,10660,53027
2030-04-08,Orthopedics,Medicare,3168,74,3094,3242787,2800561,2433777,262814,2500986,161,70432,42099
2030-04-09,Urology,Commercial,3850,475,3375,2679864,2310036,1877229,137854,1620269,143,199133,58541
2030-04-10,Oncology,Self-Pay,1898,41,1857,2985379,2460835,2036918,265633,1228152,110,85462,88533
2030-04-11,Pulmonology,Medicaid,609,88,521,1861372,1544022,1327069,317359,2386571,55,98041,29986
2030-04-12,Radiology,Self-Pay,3945,576,3369,3075160,2553955,2383748,272525,939599,135,39930,38886
2030-04-13,Oncology,Commercial,2050,49,2001,831616,700797,647680,266408,2342738,135,134079,6025
2030-04-14,Radiology,Commercial,556,16,540,443892,423397,359437,252779,2862210,65,36522,11925
2030-04-15,Emergency,Medicaid,3303,300,3003,3230117,3033319,2915873,215754,2876225,120,181375,20681
2030-04-16,Urology,Employer Plan,3486,228,3258,3239721,3134348,2974303,238019,732535,89,139854,2826
2030-04-17,Urology,Medicare,2166,222,1944,1481860,1401915,1329145,396556,2475294,13,177821,40971
2030-04-18,Pulmonology,Employer Plan,1927,202,1725,3842604,3394730,3116415,286233,329166,131,193139,2119
2030-04-19,Urology,Employer Plan,1004,23,981,1452106,1253813,994297,285186,1819117,85,5637,69497
2030-04-20,Radiology,Commercial,1452,70,1382,2879129,2336110,1765292,255686,577012,132,18315,30060
2030-04-21,Urology,Medicare,1008,108,900,1091772,1014543,914589,344730,2098219,10,30356,938
2030-04-22,Cardiology,Commercial,1828,83,1745,3629685,3132530,2499419,84336,223471,25,49273,81566
2030-04-23,Emergency,Commercial,2189,57,2132,3929265,3698694,2815872,64678,464482,121,52928,42874
2030-04-24,Oncology,Employer Plan,1183,106,1077,1080587,1018467,907105,104065,1557752,100,174918,27709
2030-04-25,Emergency,Medicaid,2712,107,2605,1209657,1089795,1020742,429401,417665,12,48779,39257
2030-04-26,Urology,Medicare,622,85,537,3961104,3279502,3112273,57057,2674134,47,190923,18446
2030-04-27,Urology,Commercial,1847,235,1612,4813431,4648070,3589764,79726,1272943,46,180258,56003
2030-04-28,Pulmonology,Commercial,2401,284,2117,4336327,3506673,2650459,338295,1336958,108,97876,82868
2030-04-29,Pulmonology,Medicare,1447,185,1262,508494,433164,407355,475184,1368690,105,104659,19300
2030-04-30,Oncology,Commercial,2086,258,1828,2243636,2067782,1812640,160200,1264098,38,105686,64684
2030-05-01,Emergency,Medicare,2145,263,1882,4739647,3946485,3613934,91254,2284983,85,142857,84981
2030-05-02,Pulmonology,Employer Plan,3369,504,2865,2540175,2178192,1911705,462992,638082,64,918,9514
2030-05-03,Emergency,Self-Pay,1878,221,1657,2394494,2074574,1648807,205219,1250561,76,16562,63248
2030-05-04,Radiology,Medicaid,3432,285,3147,4632123,3865249,3351364,50884,1748196,5,77676,40115
2030-05-05,Orthopedics,Self-Pay,3372,361,3011,3467813,3357090,3006491,444876,1174357,154,76017,64505
2030-05-06,Pulmonology,Medicare,3338,125,3213,1166109,1058357,966184,260303,451383,85,90864,35941
2030-05-07,Orthopedics,Employer Plan,1570,40,1530,2674540,2254729,2005013,100077,731776,143,70228,10412
2030-05-08,Radiology,Commercial,1996,112,1884,4243125,4008503,3537498,251280,678307,109,104543,12626
2030-05-09,Urology,Self-Pay,1175,96,1079,3045819,2607848,2502267,438088,2242310,145,137194,4832
2030-05-10,Cardiology,Employer Plan,3008,131,2877,4226618,3382648,3156836,470142,222788,103,3805,12310
2030-05-11,Neurology,Employer Plan,2796,337,2459,2762112,2426692,2287968,430283,1307699,147,172261,12409
2030-05-12,Pulmonology,Employer Plan,1062,145,917,1441191,1311707,1290350,114228,800421,98,79497,62092
2030-05-13,Orthopedics,Commercial,3279,155,3124,3478876,2867485,2551109,39199,1814161,100,142284,25719
2030-05-14,Neurology,Employer Plan,676,79,597,801154,751590,674595,287249,2217636,160,106062,63887
2030-05-15,Emergency,Self-Pay,701,37,664,1004818,848016,753258,181240,2050748,13,12573,39767
2030-05-16,Emergency,Medicare,876,57,819,1713644,1496339,1142225,428128,2614499,144,64918,84734
2030-05-17,Radiology,Medicaid,3494,189,3305,4327957,4148083,4018884,375483,1311308,107,172815,64260
2030-05-18,Orthopedics,Commercial,960,45,915,413767,366215,292315,181607,695351,151,96224,71675
2030-05-19,Radiology,Employer Plan,1119,62,1057,2663691,2150327,1739913,248684,975089,82,143032,60305
2030-05-20,Cardiology,Self-Pay,902,60,842,3170562,3021927,2877447,178359,1262361,174,28420,37087
2030-05-21,Orthopedics,Medicaid,809,36,773,486708,447028,384354,200331,1675758,102,99722,51573
2030-05-22,Urology,Medicaid,1758,232,1526,1457754,1388648,1121890,130889,1699644,132,165418,90085
2030-05-23,Oncology,Commercial,2785,74,2711,3060922,2670557,2561219,324639,847266,60,133529,92597
2030-05-24,Emergency,Medicaid,3374,360,3014,2910976,2763929,2488021,363890,1690889,52,176967,57095
2030-05-25,Radiology,Medicare,1521,121,1400,4055327,3350605,2891063,274659,638393,78,173550,5084
2030-05-26,Urology,Commercial,2028,183,1845,3241673,3028176,2878604,141730,1137550,129,149011,73238
2030-05-27,Oncology,Self-Pay,1159,158,1001,4479742,4234239,3463532,498940,1348356,106,72206,74966
2030-05-28,Orthopedics,Medicaid,1664,72,1592,3067975,2835988,2276314,461740,599635,22,175287,16151
2030-05-29,Orthopedics,Medicare,501,27,474,2806372,2625614,2464415,386257,2417494,45,61889,6894
2030-05-30,Cardiology,Medicaid,1008,73,935,4462605,4007520,3549868,387872,759640,1,183454,40811
2030-05-31,Cardiology,Commercial,639,32,607,2926825,2539208,2198864,305938,183862,12,8057,99677
2030-06-01,Neurology,Employer Plan,3754,463,3291,509675,465008,371074,303387,2818524,33,186568,62837
2030-06-02,Cardiology,Commercial,2085,88,1997,1609754,1294067,1212824,280068,2034474,31,43870,41828
2030-06-03,Neurology,Self-Pay,1141,107,1034,2349688,2144388,1977781,468544,1162201,148,65056,68871
2030-06-04,Orthopedics,Commercial,2760,73,2687,3451347,2927913,2289439,354978,2474105,46,73326,9956
2030-06-05,Oncology,Employer Plan,727,22,705,4159974,3892973,3754318,126553,1026264,175,120947,92627
2030-06-06,Orthopedics,Employer Plan,3097,66,3031,1828486,1530302,1492400,100885,2063233,178,62997,59704
2030-06-07,Neurology,Self-Pay,1587,154,1433,2797212,2430869,2093398,253847,2227339,118,27984,68268
2030-06-08,Pulmonology,Medicare,3305,300,3005,1981403,1647076,1471564,398021,2410714,75,190232,19158
2030-06-09,Emergency,Medicare,3422,287,3135,4201309,3731850,2844983,112822,1076675,132,182019,62405
2030-06-10,Orthopedics,Medicare,764,45,719,4440447,3993025,3150550,230693,673583,140,117493,79061
2030-06-11,Pulmonology,Medicaid,2494,221,2273,2719033,2507038,2141489,23794,1157019,37,109209,9473
2030-06-12,Neurology,Medicaid,1294,107,1187,2184017,1804692,1604246,183775,1830289,167,128753,7640
2030-06-13,Cardiology,Medicare,2680,280,2400,1302672,1211560,1043731,492437,2528477,101,175073,62178
2030-06-14,Cardiology,Commercial,964,60,904,3996850,3465320,2934383,217171,278772,158,157455,48699
2030-06-15,Oncology,Employer Plan,2443,122,2321,2366137,2163926,1984260,59240,2990570,163,168812,12910
2030-06-16,Pulmonology,Medicare,2677,306,2371,990401,821917,772966,158540,2099806,53,35004,95307
2030-06-17,Emergency,Commercial,1306,144,1162,3634911,3087663,2831736,384792,666525,82,91924,9403
2030-06-18,Emergency,Medicare,3022,120,2902,3968470,3279290,3114554,245314,2286853,98,187960,66139
2030-06-19,Radiology,Commercial,2547,290,2257,1565218,1338976,1051854,190239,826802,18,62867,83335
2030-06-20,Pulmonology,Commercial,838,88,750,3564790,3425250,3075219,497976,411840,177,72717,34865
2030-06-21,Oncology,Commercial,3426,472,2954,357400,299564,281981,262871,2748667,83,188356,58247
2030-06-22,Radiology,Self-Pay,1318,147,1171,4400986,3653298,2882163,472883,1951622,86,86489,3561
2030-06-23,Urology,Commercial,3066,439,2627,602889,496536,429139,59891,2101924,124,21321,38129
2030-06-24,Emergency,Self-Pay,2817,332,2485,322456,297292,287027,491199,2493722,115,152700,85337
2030-06-25,Cardiology,Employer Plan,1384,42,1342,1528747,1382220,1096544,230774,158459,112,99924,64073
2030-06-26,Urology,Medicare,3520,448,3072,4869995,4522807,3911825,233660,1974302,118,161879,21785
2030-06-27,Orthopedics,Medicare,3630,185,3445,3057223,2693573,2521531,478257,137131,12,84394,96082
2030-06-28,Radiology,Medicaid,3562,391,3171,3231014,2964002,2709116,188336,1156156,121,18469,52013
2030-06-29,Neurology,Employer Plan,3857,339,3518,1032811,978763,883736,209482,1818692,23,157580,90114
2030-06-30,Orthopedics,Medicaid,1753,228,1525,1199553,1097506,945521,388383,2567668,85,141399,64940
2030-07-01,Pulmonology,Medicare,3650,120,3530,2902864,2619114,2055754,64134,1979436,168,106602,55942
2030-07-02,Urology,Commercial,3787,406,3381,2785076,2346376,2055278,265168,1912696,75,115750,99058
2030-07-03,Pulmonology,Medicare,2750,175,2575,2618466,2105384,1775384,316036,2991809,23,32220,63950
2030-07-04,Orthopedics,Commercial,3022,177,2845,3338327,3210277,2759291,287360,1477395,93,80915,60
2030-07-05,Radiology,Commercial,2131,93,2038,788417,655416,548280,305337,2129876,145,59701,83026
2030-07-06,Cardiology,Employer Plan,724,48,676,4632499,4454345,4031716,392947,835964,71,33547,93436
2030-07-07,Oncology,Commercial,2279,46,2233,1759331,1443873,1138401,491891,2252631,147,5715,10335
2030-07-08,Emergency,Self-Pay,1791,215,1576,4233034,4024581,3690484,132025,2824210,71,60406,17009
2030-07-09,Cardiology,Employer Plan,2673,221,2452,4523742,4336476,3349213,446046,2731641,36,22673,41831
2030-07-10,Urology,Medicare,1178,137,1041,3133550,2897127,2557288,237961,1795952,179,122695,84149
2030-07-11,Pulmonology,Employer Plan,2184,128,2056,505311,435402,356729,50075,603269,134,128811,63924
2030-07-12,Radiology,Commercial,3052,342,2710,440891,410934,350343,291942,1670382,122,66898,4945
2030-07-13,Orthopedics,Commercial,3724,398,3326,1127174,1055569,1021072,434917,1833283,89,189444,24929
2030-07-14,Emergency,Medicaid,714,89,625,3095422,2946167,2317138,225746,757178,26,96355,40779
2030-07-15,Oncology,Self-Pay,2769,153,2616,3760503,3031520,2473211,112807,72305,46,28149,36664
2030-07-16,Emergency,Self-Pay,2730,399,2331,3245177,3024789,2432217,230658,2950909,60,120741,41819
2030-07-17,Cardiology,Self-Pay,1485,131,1354,4534991,4288317,3979288,408832,1694766,40,145771,1894
2030-07-18,Urology,Employer Plan,3783,231,3552,1344807,1244753,959712,287949,764992,140,38980,39450
2030-07-19,Orthopedics,Medicare,1820,145,1675,2769575,2574300,2171896,317205,2591797,113,147321,43488
2030-07-20,Radiology,Self-Pay,1110,153,957,4737343,3802714,3148671,343243,753061,135,48383,22014
2030-07-21,Oncology,Medicaid,3200,315,2885,1414025,1364688,1303110,378611,144937,88,79601,86520
2030-07-22,Oncology,Medicaid,2845,295,2550,4806692,4196230,3735090,466680,1721957,20,59175,76400
2030-07-23,Cardiology,Employer Plan,1142,150,992,2043265,1877137,1493272,278704,1194781,144,71643,19987
2030-07-24,Urology,Employer Plan,3690,131,3559,3227086,2776510,2641215,89131,2977425,164,130616,84082
2030-07-25,Radiology,Employer Plan,2664,163,2501,4011112,3472841,3373347,167683,789482,168,103723,20410
2030-07-26,Neurology,Medicare,2964,350,2614,1933158,1733875,1328794,280750,2125978,108,43071,38843
2030-07-27,Urology,Medicare,3933,452,3481,2349273,1917818,1622653,278699,756834,97,21253,47670
2030-07-28,Neurology,Medicaid,3573,529,3044,3081143,2508258,2145970,435125,2929251,67,130386,39359
2030-07-29,Emergency,Medicaid,777,58,719,693711,595281,449001,39243,1259762,160,113365,42197
2030-07-30,Oncology,Medicaid,2103,59,2044,3666012,3155330,3006571,158324,727427,28,195650,8115
2030-07-31,Emergency,Medicaid,3739,398,3341,4614103,4143966,3226690,52923,244154,105,4681,16914
2030-08-01,Radiology,Medicaid,1882,210,1672,4987955,4434411,4247520,476504,398136,4,116042,73123
2030-08-02,Oncology,Medicaid,1872,189,1683,1616382,1399422,1217952,188215,2513858,78,46856,96286
2030-08-03,Radiology,Employer Plan,2538,238,2300,3814322,3452859,3320023,197288,1403789,25,156231,50272
2030-08-04,Oncology,Medicaid,2001,112,1889,1947504,1809931,1527273,306561,2811278,87,62342,13924
2030-08-05,Radiology,Self-Pay,1122,70,1052,3461749,2857232,2539364,99044,1723537,67,18397,98856
2030-08-06,Pulmonology,Medicare,2485,354,2131,833907,681705,581119,458880,2466694,127,195882,11187
2030-08-07,Urology,Medicaid,3843,406,3437,3620125,2919302,2435261,357282,1529313,137,163679,1542
2030-08-08,Emergency,Medicare,1087,79,1008,3594901,2889235,2759409,20155,1240297,128,121666,14122
2030-08-09,Orthopedics,Employer Plan,556,63,493,3883193,3738194,3578610,73165,451905,166,48749,34400
2030-08-10,Cardiology,Employer Plan,2268,185,2083,4426670,3796578,3158820,456169,1969885,158,151580,98185
2030-08-11,Radiology,Medicare,538,47,491,2704687,2429880,2058429,288259,1093281,102,112369,36879
2030-08-12,Emergency,Medicaid,2329,322,2007,4630954,4439357,3719128,168602,1345586,52,41086,62669
2030-08-13,Radiology,Medicare,3681,486,3195,2890634,2689728,2561737,342716,497863,53,127904,95283
2030-08-14,Urology,Medicare,2671,111,2560,2943766,2490567,2423521,282468,935106,143,126176,50360
2030-08-15,Pulmonology,Medicare,3602,376,3226,3838350,3425913,2895873,131838,1918200,15,161494,13881
2030-08-16,Pulmonology,Self-Pay,608,86,522,2830375,2392609,1956399,492877,191556,113,159177,68798
2030-08-17,Emergency,Medicare,1244,159,1085,1595671,1307905,1013836,401940,1755798,35,112152,91235
2030-08-18,Pulmonology,Employer Plan,1363,94,1269,2847331,2651108,2164052,13610,2376861,129,61116,45728
2030-08-19,Urology,Commercial,3305,279,3026,2288247,2096424,1689609,449982,2456522,94,56410,90904
2030-08-20,Emergency,Employer Plan,532,62,470,3724320,3522597,3116330,146707,1486199,73,59960,33486
2030-08-21,Oncology,Commercial,3686,515,3171,2669243,2298133,1828599,160233,922884,47,61621,91538
2030-08-22,Pulmonology,Commercial,2418,233,2185,3459268,3024290,2777215,285121,1314972,146,161897,26184
2030-08-23,Orthopedics,Employer Plan,3137,201,2936,1948139,1802688,1716765,94528,1905713,171,171008,14636
2030-08-24,Emergency,Commercial,639,52,587,4310469,4173270,3828204,159873,1968510,82,150821,57481
2030-08-25,Emergency,Commercial,3168,420,2748,1518032,1384946,1347304,299021,2098033,155,158303,10050
2030-08-26,Radiology,Employer Plan,581,53,528,3977417,3223691,2868998,68604,1189159,41,55052,95236
2030-08-27,Radiology,Self-Pay,3606,265,3341,2457003,2350912,1920447,264291,2024129,171,104683,10711
2030-08-28,Neurology,Employer Plan,636,49,587,2732247,2358225,2118641,154352,212734,61,137606,49245
2030-08-29,Neurology,Medicare,830,37,793,3512560,3233230,2654063,205978,467770,119,181722,8347
2030-08-30,Cardiology,Employer Plan,696,75,621,3992368,3699616,3657939,347465,2298234,115,18266,71536
2030-08-31,Cardiology,Self-Pay,1915,128,1787,777688,660433,615997,265142,1018453,51,165813,5951
2030-09-01,Radiology,Medicare,3796,241,3555,4079955,3365821,2658848,359124,1551412,147,9142,74591
2030-09-02,Neurology,Commercial,3520,440,3080,4508690,4115866,3704430,490075,2042730,45,112262,55501
2030-09-03,Oncology,Medicaid,3869,368,3501,300790,274462,245699,144648,1302994,37,129297,46664
2030-09-04,Orthopedics,Medicaid,3991,363,3628,4095550,3825161,3514628,477340,1933772,75,106934,3709
2030-09-05,Pulmonology,Commercial,1259,56,1203,3412286,3116176,2872638,493731,2377971,35,188192,74801
2030-09-06,Cardiology,Self-Pay,1340,162,1178,4138362,3793507,3682656,74309,126624,121,59318,84558
2030-09-07,Emergency,Medicare,3169,431,2738,4790405,4283157,3738447,460521,1573139,48,162401,78657
2030-09-08,Oncology,Medicare,1677,138,1539,4533993,4005908,3593282,200461,2014261,24,74705,26136
2030-09-09,Cardiology,Self-Pay,1443,207,1236,3959974,3549518,2707659,55549,651181,125,108241,40224
2030-09-10,Cardiology,Self-Pay,3742,341,3401,3343991,2905779,2669126,136322,2015776,151,24117,79644
2030-09-11,Radiology,Medicare,3946,185,3761,1518446,1352133,1159329,266035,1101750,10,24316,15450
2030-09-12,Neurology,Medicare,1714,43,1671,4830155,4644737,4279363,90361,807031,39,165616,51216
2030-09-13,Urology,Commercial,1351,153,1198,4262116,3731764,3318497,155595,475605,109,19067,4813
2030-09-14,Emergency,Commercial,2255,165,2090,2982591,2673929,2616649,199232,2326581,163,105576,72481
2030-09-15,Cardiology,Medicare,1004,132,872,3655818,3189658,2853415,407036,609147,25,138397,24405
2030-09-16,Oncology,Medicaid,2251,264,1987,3270507,3106105,3045983,318973,2589081,28,166328,26746
2030-09-17,Pulmonology,Commercial,2546,131,2415,920978,803844,623606,356378,1225056,72,1115,21082
2030-09-18,Orthopedics,Self-Pay,1908,113,1795,3421756,3009040,2720779,322276,2643811,138,131425,16050
2030-09-19,Emergency,Commercial,2345,73,2272,2511133,2190256,1820796,11639,1944462,144,69216,3307
2030-09-20,Emergency,Employer Plan,1228,139,1089,2235910,1980649,1571059,288356,2686445,10,80444,71091
2030-09-21,Orthopedics,Employer Plan,2221,280,1941,3284441,3101831,2657697,141372,1179745,165,31408,47695
2030-09-22,Emergency,Self-Pay,2273,187,2086,1046439,972761,930689,302827,415556,66,172962,67559
2030-09-23,Orthopedics,Medicaid,1150,115,1035,1520806,1433227,1146485,326978,1569502,17,96446,29002
2030-09-24,Orthopedics,Self-Pay,2104,95,2009,2847540,2727500,2591852,343975,92642,24,154759,84442
2030-09-25,Radiology,Self-Pay,2881,419,2462,3176091,2999734,2581726,120956,1944603,126,184413,25844
2030-09-26,Radiology,Self-Pay,1861,114,1747,3999517,3215654,2910775,387757,1262720,127,142918,30873
2030-09-27,Radiology,Employer Plan,2376,275,2101,2278891,2104739,1940724,78562,1566452,5,92166,65113
2030-09-28,Oncology,Self-Pay,1968,181,1787,4912934,4450001,4113517,105443,727371,150,89460,2347
2030-09-29,Emergency,Medicaid,984,93,891,3700666,3279032,3014503,222252,283123,69,43828,32326
2030-09-30,Radiology,Commercial,1251,183,1068,2782406,2599509,2146063,57055,2985264,139,1191,67245
2030-10-01,Pulmonology,Medicaid,609,88,521,1795765,1670609,1532009,161942,358279,3,165054,93986
2030-10-02,Urology,Employer Plan,2852,153,2699,2473808,2256486,1727460,110840,2239536,33,659,43179
2030-10-03,Pulmonology,Self-Pay,682,70,612,611249,526519,502479,247986,1994882,9,34077,46303
2030-10-04,Radiology,Employer Plan,2866,122,2744,2852151,2507927,2347884,114272,159674,98,105618,6446
2030-10-05,Oncology,Medicare,2497,295,2202,2276609,2020476,1855224,180388,1554780,48,767,65097
2030-10-06,Cardiology,Medicare,2289,223,2066,4119044,3756272,2955524,88059,2228989,132,185499,45096
2030-10-07,Neurology,Medicaid,1558,217,1341,2667680,2563875,2206568,190730,2916645,69,41886,10154
2030-10-08,Radiology,Employer Plan,700,76,624,2458044,2255947,1749967,340841,1308428,20,94141,8322
2030-10-09,Pulmonology,Commercial,894,74,820,826940,721288,587103,198271,1530400,154,25744,91619
2030-10-10,Orthopedics,Medicare,1339,77,1262,1696291,1583745,1304192,443255,535789,99,108567,34194
2030-10-11,Cardiology,Self-Pay,3110,128,2982,941955,783619,682539,234408,2340886,136,127645,53083
2030-10-12,Urology,Medicaid,3672,194,3478,1836539,1539167,1167041,385708,1737443,37,7547,89401
2030-10-13,Cardiology,Medicare,1715,216,1499,4705306,4535454,3422880,290920,1680060,119,142239,28163
2030-10-14,Oncology,Commercial,1231,174,1057,3832144,3350480,2606581,245185,1080999,149,11822,13086
2030-10-15,Radiology,Medicaid,873,113,760,1247244,1034434,872289,13299,1127841,165,50694,73363
2030-10-16,Oncology,Commercial,3649,463,3186,2820300,2606448,2191790,402479,1373055,36,123238,66845
